Stage Name,Full Name,Korean Name,Date of Birth,Country,Group,Gender,,
Sejeong,Kim Sejeong,김세정,28/08/1996,South Korea,Gugudan,F,,
Sejin,Lee Sejin,이세진,22/07/1999,South Korea,14U,M,,
Sejun,Lim Sejun,임세준,04/05/1996,South Korea,VICTON,M,,
Seline,Jung Yeonjeong,정연정,20/06/2000,South Korea,Cignature,F,,
Semi,Gu Semi,구세미,10/04/2002,South Korea,Cignature,F,,
Semmi,Oh Heesun,오희선,22/10/1995,South Korea,Matilda,F,,
Sena,Lim Yena,임예나,12/10/2005,South Korea,ADYA,F,,
Seobin,Woo Seobin,우서빈,02/09/2005,South Korea,HAWW,M,,
Seogoong,Park Hyunho,박현호,01/05/1992,South Korea,Seongnam,M,,
Seoham,Park Seoham,박서함,28/10/1993,South Korea,KNK,M,,
Seoho,Lee Seoho,이서호,07/06/1996,South Korea,Oneus,M,,
Seohyun,Seo Joohyun,서주현 ,28/06/1991,South Korea,SNSD,F,,
Seoi,Lee Yejin,이예진,12/02/2000,South Korea,H1-KEY,F,,
Seokcheol,Lee Seokchul,이석철,11/01/2000,South Korea,TheEastLight,M,,
Seokhwa,Kang Seokhwa,강석화,01/12/2000,South Korea,WEi,M,,
Seokyoung,Kim Seokyung,김서경,16/04/1999,South Korea,GWSN,F,,
Seol,Min Jihye,민지혜,01/01/1997,South Korea,P.O.P,F,,
Seola,Kim Hyunjung,김현정,24/12/1994,South Korea,WJSN,F,,
Seolhyun,Kim Seolhyun,김설현,03/01/1995,South Korea,AoA,F,,
Seonghwa,Park Seonghwa,박성화,03/04/1998,South Korea,ATEEZ,M,,
Seonglee,Kim Seonglee,김성리,06/04/1994,South Korea,,M,,
Seongmin,Ahn Seongmin,안성민,01/08/2003,South Korea,CRAVITY,M,,
Seongmin,Oh Sungmin,오성민,25/08/2001,South Korea,ONE PACT,M,,
Seongsoo,Park Seongsoo,박성수,07/04/1999,South Korea,ABLUE,M,,
Seongwu,Ong Seunwu,옹성우,25/08/1995,South Korea,Wanna One,M,,
Seonyu,Kim Seonyu,김선유,20/03/2008,South Korea,CLASS:y,F,,
Seoryoung,Lee Seoryung,이서령,26/01/2000,South Korea,GWSN,F,,
Seowon,Seo Won,서원,18/12/2000,South Korea,NINE.i,M,,
Seowon,Jang Seowon,장서원,05/12/2006,South Korea,Lapillus,F,,
Seowon,Jung Seowon,정서원,26/04/2004,South Korea,ADYA,F,,
Seowon,Lim Seowon,임서원,27/01/2011,South Korea,UNIS,F,,
Seoyeon,Lee Seoyeon,이서연,22/01/2000,South Korea,fromis_9,F,,
Seoyeon,Kim Minju,김민주,26/11/1995,South Korea,Favorite,F,,
Seoyeon,Yoon Seoyeon,윤서연,06/08/2003,South Korea,tripleS,F,,
Seoyeon,Ahn Seoyeon,안서연,26/03/2005,South Korea,CSR,F,,
Seoyoon,Kim Suyoung,김수영,26/01/1995,South Korea,BOTOPASS,F,,
Seoyoung,Lee Seoyoung,이서영,27/06/1994,South Korea,Hello Venus,F,,
Seoyul,Seo Yuri,서유리,26/11/1997,South Korea,Berry Good,F,,
Serim,Park Serim,박세림,03/03/1999,South Korea,CRAVITY,M,,
Serina,Saito Serina,사이토 세리나,03/05/2006,Japan,Madein,F,,
Serri,Park Miyeon,박미연,16/09/1990,South Korea,Dal Shabet,F,,
Seulgi,Kang Seulgi,강슬기,10/02/1994,South Korea,Red Velvet,F,,
Seulgi,Jeong Seulgi,정슬기,12/05/1990,South Korea,S#aFLA,F,,
Seungah,Oh Seungah,오승아,13/09/1988,South Korea,Rainbow,F,,
Seungchae,Cho Seungchae,조승채,26/10/2006,South Korea,ADYA,F,,
Seungchan,Kang Seungchan,강승찬,01/01/2003,South Korea,Newkidd,M,,
Seungeon,Yoo Seungeon,유승언,02/01/2004,South Korea,EVNNE,M,,
Seungeun,Shim Seungeun,심승은,27/12/2000,South Korea,BVNDIT,F,,
Seunghan,Lee Seunghan,이승한,22/02/1996,South Korea,DUSTIN,M,,
Seunghan,Hong Seunghan,홍승한,02/10/2003,South Korea,RIIZE,M,,
Seunghee,Oh Seunghee,오승희,10/10/1995,South Korea,CLC,F,,
Seunghee,Hyun Seunghee,현승희,25/01/1996,South Korea,Oh My Girl,F,,
Seungheon,Lee Seungheon,이승헌,15/05/2007,South Korea,8TURN,M,,
Seungho,Yang Seungho,양승호,16/10/1987,South Korea,MBLAQ,M,,
Seungho,Kim Seungho,김승호,19/07/2004,South Korea,CMDM,M,,
Seunghun,Kim Seunghun,김승훈,26/02/1999,South Korea,CIX,M,,
Seunghwan,Lee Seunghwan,이승환,10/12/1994,South Korea,Romeo,M,,
Seunghwan,Lee Seunghwan,이승환,20/05/2000,South Korea,1the9,M,,
Seunghwan,Park Seunghwan,박승환,06/04/2002,South Korea,AIMERS,M,,
Seunghwan,Jeong Seunghwan,정승환,27/01/2004,South Korea,ATBO,M,,
Seunghyub,Lee Seunghyub,이승협,31/10/1992,South Korea,N.Flying,M,,
Seunghyun,Song Seungyun,송승현,21/08/1992,South Korea,FTISLAND,M,,
Seunghyun,Lee Seunghyun,이승현,31/12/2001,South Korea,TheEastLight,M,,
Seunghyun,Lee Seunghyun,이승현,17/07/1998,South Korea,AIMERS,M,,
Seungjun,Ji Seungjun,지승준,15/09/1998,South Korea,Astin,M,,
Seungkwan,Boo Seungkwan,부승관,16/01/1998,South Korea,Seventeen,M,,
Seungmin,Bae Seungmin,배승민,13/10/1998,South Korea,Golden Child,M,,
Seungmin,Kim Seungmin,김승민,22/09/2000,South Korea,Stray Kids,M,,
Seungmin,Lee Seungmin,이승민,03/02/1996,South Korea,Hashtag,F,,
Seungmo,Kim Seungmo,김승모,03/07/2006,South Korea,AMPERS&ONE,M,,
Seungri,Lee Seunghyun,이승현,12/12/1990,South Korea,Gwangju,M,,
Seungsik,Kang Seungsik,강승식,16/04/1995,South Korea,VICTON,M,,
Seungwoo,Han Seungwoo,한승우,24/12/1994,South Korea,VICTON,M,,
Seungyeon,Jang Seunyeon,장승연,06/11/1996,South Korea,CLC,F,,
Seungyeon,Han Seungyeon,한승연,24/07/1988,South Korea,KARA,F,,
Seungyeop,Choi Seungyeop,최승엽,08/05/1997,South Korea,E'LAST,M,,
Seungyoon,Cho Seungyoon,조승연,05/08/1996,South Korea,UNIQ,M,,
Seyeon,Park Seyeon,박세연,06/05/2001,South Korea,Purplebeck,F,,
Seyong,Kim Seyong,김세용,20/11/1991,South Korea,Myname,M,,
Seyoung,Lee Seyoung,이세영,08/02/1990,South Korea,CROSS GENE,M,,
Seyoung,Ha Seyoung,하세영,03/02/1999,South Korea,ARTBEAT,F,,
Shana,Nonaka Shana,노나카 샤나,13/03/2003,Japan,Lapillus,F,,
Sheon,Kim Suyeon,김수연,28/01/2003,South Korea,Billlie,F,,
Shiho,Kwon Subin,권수빈,22/08/2001,South Korea,BOTOPASS,F,,
Shihyun,Kim Shihyun,김시현,06/05/1998,South Korea,We In The Zone,M,,
Shin,Shin Wonho,신원호,23/10/1991,South Korea,CROSS GENE,M,,
Shin,Kim Suhyun,김수현,18/03/2000,South Korea,Ghost9,M,,
Shin Hyesung,Jung Pilkyo,정필교,27/11/1979,South Korea,Shinhwa,M,,
Shindong,Shin Donghee,신동희,28/09/1985,South Korea,Super Junior,M,,
Shinwon,Go Shinwon,고신원,11/12/1995,South Korea,PENTAGON,M,,
Shinye,Kam Yerim,감예림,07/03/2004,South Korea,MAJORS,F,,
Shinyoung,Park Shinyoung,박신영,19/03/2000,South Korea,G-reyish,F,,
Shinyu,Shin Junghwan,신정환,07/11/2003,South Korea,TWS,M,,
Shion,Park Shion,박시온,03/04/2006,South Korea,tripleS,F,,
Shita,Chae Gaho,채가호,01/10/1998,Macau,JWiiver,M,,
Shotaro,Osaki Shotaro,오사키 쇼타로,25/11/2000,Japan,RIIZE,M,,
Shownu,Son Hyunwoo,손현우,18/06/1992,South Korea,MONSTA X,M,,
Shuhua,Yeh Shuhua,예슈화,06/01/2000,Taiwan,(G)I-DLE,F,,
Sian,Choi Changmin,최창민,01/02/2001,South Korea,T1419,M,,
Sieun,Lee Sieun,이시은,19/09/1993,South Korea,CHECKMATE,F,,
Sieun,Park Sieun,박시은,01/08/2001,South Korea,STAYC,F,,
Sieun,Lee Sieun,이시은,29/05/2001,South Korea,ARTBEAT,F,,
Sihyeon,Kim Sihyeon,김시현,05/08/1999,South Korea,Everglow,F,,
Sihyeon,Kang Sihyeon,강시현,15/07/1998,South Korea,ARIAZ,F,,
Sihyeon,Hwang Sihyeon,황시현,12/03/2005,South Korea,CSR,F,,
Sihyoung,Kim Sihyoung,김시형,15/05/1992,South Korea,HISTORY,M,,
Sihyun,Park Sihyun,박시현,29/11/1986,South Korea,SPICA,F,,
Sika,Ren Shika,렌 시카,22/08/1995,China,,F,,
Simyeong,Lee Simyeong,이시명,27/05/1999,South Korea,BVNDIT,F,,
SinB,Hwang Eunbi,황은비,03/06/1998,South Korea,VIVIZ,F,,
Sing,Mak Chun Sing,막준씽,11/01/2002,Hong Kong,XODIAC,M,,
Sio,Jeong Jiho,정지호,06/10/2004,South Korea,FIFTY FIFTY,F,,
Sion,Kim Sion,김시온,19/10/2004,South Korea,YOUNITE,M,,
Sion,Ryu Sion,류시온,07/03/2001,South Korea,Geenius,F,,
Sitala,Sitala Wongkrachang,시탈라 웡크라창,23/04/1996,Thailand,,F,,
Siu,Hwang Inseok,황인석,19/05/1995,South Korea,DUSTIN,M,,
Siwan,Yim Siwan,임시완,01/12/1988,South Korea,ZE:A,M,,
Siwon,Choi Siwon,최시원,07/04/1986,South Korea,Super Junior,M,,
Siwoo,Yoo Siwoo,유시우,11/05/2001,South Korea,BXB,M,,
Siwoo,Park Siwoo,박시우,05/02/2001,South Korea,BLANK2Y,M,,
Siyeon,Lee Siyeon,이시연,01/10/1995,South Korea,Dreamcatcher,F,,
Siyoon,Kim Siyoon,김시윤,16/02/2005,South Korea,Billlie,F,,
Siyoung,Park Siyoung,박시영,06/05/2003,South Korea,Mirae,M,,
Siyun,Yoon Siyun,윤시윤,08/01/2005,South Korea,AMPERS&ONE,M,,
Sodam,Park Sodam,박소담,26/11/2004,South Korea,BLANK2Y,M,,
Soeun,Park Soeun,박소은,26/10/2002,South Korea,Weeekly,F,,
Soeun,Bang Soeun,방소은,10/12/2005,South Korea,TRI.BE,F,,
Sohee,Kim Sohee,김소희,20/01/1995,South Korea,Nature,F,,
Sohee,Kim Sohee,김소희,31/12/1999,South Korea,ALICE,F,,
Sohee,Kim Sohee,김소희,14/08/2003,South Korea,Rocket Punch,F,,
Sohee,Uhm Sohee,음소희,01/01/2004,South Korea,,F,,
Sohee,Lee Sohee,이소희,21/11/2003,South Korea,RIIZE,M,,
Sohye,Kim Sohye,김소혜,19/07/1999,South Korea,Seoul,F,,
Sohyun,Kwon Sohyun,권소현,30/08/1994,South Korea,4minute,F,,
Sohyun,Park Sohyun,박소현,13/10/2002,South Korea,tripleS,F,,
Sojin,Park Sojin,박소진,21/05/1986,South Korea,Girl's Day,F,,
Sojin,Jo Sojin,조소진,11/10/1991,South Korea,9Muses,9MUSES A,F,
Sojin,Hong Sojin,홍소진,24/09/1999,South Korea,Hashtag,F,,
Sojung,Lee Sojung,이소정,03/09/1993,South Korea,Ladies' Code,F,,
Solar,Kim Yongsun,김용선,21/02/1991,South Korea,Mamamoo,F,,
Solbin,Ahn Solbin,안솔빈,19/08/1997,South Korea,LABOUM,F,,
Solji,Heo Solji,허솔지,10/01/1989,South Korea,EXID,F,,
Somi,Jeon Somi,전소미,09/03/2001,South Korea,Ontario,F,,
Somin,Jang Somin,장소민,10/11/1993,South Korea,BADKIZ,F,,
Somin,Jeon Somin,전소민,22/08/1996,South Korea,KARD,F,,
Somyi,Ahn Somyi,안솜이,26/01/2000,South Korea,DIA,L.U.B,F,
Song,Song Yunhyeong,송윤형,08/02/1995,South Korea,iKON,M,,
Songhee,Yoon Songhee,윤송희,08/11/1998,South Korea,BVNDIT,F,,
SongSun,Kim Songsun,김송선,22/03/1997,South Korea,TRI.BE,F,,
Songyee,Park Songyee,박송이,25/09/2004,South Korea,,(F),,
Soobin,Park Soobin,박수빈,14/09/1996,South Korea,WJSN,WJSN Chocome,F,
Soobin,Choi Soobin,최수빈,05/12/2000,South Korea,TXT,M,,
Soodam,Lee Soodam,이수담,09/11/1999,South Korea,SECRET NUMBER,F,,
Soohyun,Shin Soohyun,신수현,11/03/1989,South Korea,U-KISS,M,,
Soojin,Seo Soojin,서수진,09/03/1998,South Korea,,(F),,
Soojin,Lee Soojin,이수진,12/12/2001,South Korea,Weeekly,F,,
Soojung,Hwang Soojung,황수정,10/05/2001,South Korea,Hi-L,F,,
Soomin,Kim Soomin,김수민,03/10/2007,South Korea,tripleS,F,,
Sooyoung,Choi Sooyoung,최수영,10/02/1990,South Korea,SNSD,F,,
Sora,Sakata Sora,사카타 소라,30/08/2003,Japan,woo!ah!,F,,
Soram,Jung Soram,정소람,24/09/2005,South Korea,Candy Shop,F,,
Sorn,Chonnasorn Sajakul,촌나손 사짜꾼,18/11/1996,Thailand,CLC,F,,
Soso,Wang Chingyi,왕징이,14/03/2001,Taiwan,GWSN,F,,
Soul,Haku Shota,하쿠 쇼타,01/02/2005,Japan,P1Harmony,M,,
Sowon,Kim Sojung,김소정,07/12/1995,South Korea,Gfriend,F,,
Sowon,Nam Soeun,남소은,13/12/2004,South Korea,TRACER,F,,
Soyee,Jang Sojin,장소진,21/11/1996,South Korea,Gugudan,F,,
Soyeon,Jung Soyeon,정소연,04/05/1994,South Korea,LABOUM,F,,
Soyeon,Park Soyeon,박소연,05/10/1987,South Korea,,(F),,
Soyeon,Jeon Soyeon,전소연,26/08/1998,South Korea,(G)I-DLE,F,,
Soyou,Kang Jihyun,강지현,12/02/1992,South Korea,SISTAR,F,,
Soyoung,Yoo Soyoung,유소영,29/03/1996,South Korea,Seoul,F,,
Soyul,Park Hyekyeong,박혜경,15/05/1991,South Korea,Crayon Pop,F,,
Sriya,Sriya Lenka,스리야 렌카,15/09/2003,India,Blackswan,F,,
St. Van,Lee Geumhyuk,이금혁,22/12/1991,South Korea,VAV,M,,
Steve,Lim Dohyun,임도현,09/03/2002,South Korea,YOUNITE,M,,
Steven,Kim Steven,킴 스티븐,17/01/2000,South Korea,Luminous,M,,
Sua,Kim Bora,김보라,10/08/1994,South Korea,Dreamcatcher,F,,
Sua,Yang Sua,양수아,24/03/1995,South Korea,Hashtag,F,,
Sua,Choi Sooah,최수아,24/02/2003,South Korea,Pixy,F,,
Sua,Yoo Sua,유수아,23/07/2005,South Korea,CSR,F,,
Subin,Park Subin,박수빈,12/02/1994,South Korea,Dal Shabet,F,,
Subin,Jung Subin,정수빈,05/04/1999,South Korea,VICTON,M,,
Subin,Oh Subin,오수빈,30/09/1998,South Korea,Hashtag,F,,
Suga,Min Yoongi,민윤기,09/03/1993,South Korea,BTS,M,,
Sugyeong,Jo Sugyeong,조수경,12/01/2000,South Korea,Favorite,F,,
Suho,Kim Junmyeon,김준면,22/05/1991,South Korea,EXO,M,,
Suhye,Kim Suhye,김수혜,13/12/2004,South Korea,Incheon,Madein,F,
Suhyeon,Kim Seunghyun,김승현,19/04/1988,South Korea,S#aFLA,F,,
Suhyeon,Kim Suhyun,김수현,15/01/2000,South Korea,Billlie,F,,
Suhyun,Choi Hyunggeun,최형근,01/10/1992,South Korea,SNUPER,M,,
Suhyun,Yoo Suhyun,유수현,15/08/2000,South Korea,KELT9b,F,,
Sui,Cho Sui,조수이,15/08/2007,South Korea,Candy Shop,F,,
Suil,Ma Suil,마수일,30/03/1999,South Korea,Luminous,M,,
Sujeong,Ryu Sujeong,류수정,19/11/1997,South Korea,Lovelyz,F,,
Suji,Lee Suji,이수지,20/03/1998,South Korea,UNI.T,F,,
Sujin,Bang Sujin,방수진,26/06/1996,South Korea,Wassup,F,,
Sukjun,Lee Sukjun,이석준,31/01/2000,South Korea,ABLUE,M,,
Sulli,Choi Jinri,최진리,29/03/1994,South Korea,,(F),,
Sullyoon,Seol Yoona,설윤아,26/01/2004,South Korea,NMIXX,F,,
Sumin,Ji Sumin,지수민,03/03/1994,South Korea,Sonamoo,F,,
Sumin,Park Sumin,박수민,09/09/2001,South Korea,Dreamnote,F,,
Sumin,Bae Sumin,배수민,13/03/2001,South Korea,STAYC,F,,
Sumin,Choi Sumin,최수민,07/04/2004,South Korea,xikers,M,,
Sun J,Jeon Heesun,전희선,13/02/2001,South Korea,Girlkind,F,,
Sungah,Son Sungah,손성아,08/07/1989,South Korea,9Muses,F,,
Sungchan,Jung Sungchan,정성찬,13/09/2001,South Korea,RIIZE,NCT U,M,
Sungho,Park Sungho,박성호,04/09/2003,South Korea,BOYNEXTDOOR,M,,
Sunghoon,Park Sunghoon,박성훈,08/12/2002,South Korea,ENHYPEN,M,,
Sunghyuk,Seo Sunghyuk,서성혁,26/08/1999,South Korea,,(M),,
Sunghyun,Kim Sunghyun,김성현,16/03/1996,South Korea,IN2IT,M,,
Sungjae,Yook Sungjae,육성재,02/05/1995,South Korea,BtoB,Big Byung,M,
Sungjin,Park Sungjin,박성진,16/01/1993,South Korea,DAY6,M,,
Sungjong,Lee Sungjong,이성종,03/09/1993,South Korea,Infinite,Infinite F,M,
Sungjoo,Kim Sungjoo,김성주,16/02/1994,South Korea,UNIQ,M,,
Sungjun,Park Sungjun,박성준,17/12/1992,South Korea,Boys Republic,M,,
Sungjun,Lee Sungjun,이성준,15/06/2002,South Korea,BLANK2Y,M,,
Sungjun,Oh Sungjun,오성준,30/08/2005,South Korea,TNX,M,,
Sungkyu,Kim Sungkyu,김성규,28/04/1989,South Korea,Infinite,M,,
Sungmin,Lee Sungmin,이성민,01/01/1986,South Korea,Super Junior,Super Junior-M,M,
Sungmin,Oh Sungmin,오성민,31/12/1990,South Korea,Bigflo,M,,
Sungmin,Hong Sungmin,홍성민,17/09/2004,South Korea,FANTASY BOYS,M,,
Sungoh,Yoo Sungoh,유성오,08/01/1991,South Korea,,(M),,
Sungwoon,Ha Sungwoon,하성운,22/03/1994,South Korea,Wanna One,HOTSHOT,M,
Sungyeol,Lee Sungyeol,이성열,27/08/1991,South Korea,Infinite,Infinite F,M,
Sungyeon,Bae Sungyeon,배성연,25/05/1999,USA,California,Pristin,F,
Sunhwa,Han Sunhwa,한선화,06/10/1990,South Korea,,(F),,
Sunhye,Jeong Sunhye,정선혜,12/04/2004,South Korea,Gyeonggi,YOUNG POSSE,F,
Sunmi,Lee Sunmi,이선미,02/05/1992,South Korea,Wonder Girls,F,,
Sunn,Hwang Jiwon,황지원,07/02/2000,South Korea,,NULL,F,
Sunny,Lee Sunkyu,이순규,15/05/1989,South Korea,SNSD,F,,
Sunoo,Kim Sunwoo,김선우,24/06/2003,South Korea,ENHYPEN,M,,
Sunshine,Kim Minjung,김민정,20/06/2002,South Korea,NATURE,F,,
Sunwoo,Choi Sunwoo,최선우,12/03/1992,South Korea,Boys Republic,M,,
Sunwoo,Kim Sunwoo,김선우,12/04/2000,South Korea,The Boyz,M,,
Suny,Seon Yein,선예인,06/11/1996,South Korea,UP10TION,M,,
Suri,Kang Suri,강수리,11/10/1994,South Korea,CHECKMATE,F,,
Surin,Kim Surin,김수린,27/12/1991,South Korea,Two X,F,,
Suwoong,Lee Suwoong,이수웅,20/01/1995,South Korea,Boys Republic,M,,
Suyeon,Ji Suyeon,지수연,20/04/1997,South Korea,Weki Meki,F,,
Suyun,Kim Suyun,김수윤,17/03/2001,South Korea,Rocket Punch,F,,
Suzy,Bae Suji,배수지,10/10/1994,South Korea,miss A,F,,
Suzy,Kim Suji,김수지,03/06/2001,South Korea,MAJORS,F,,
Swan,Kim Suan,김수안,28/12/2000,South Korea,CRAXY,F,,
Swan,Park Soojin,박수진,11/07/2003,South Korea,Purple Kiss,F,,
Sya,Lee Junyoung,이준영,09/09/2002,South Korea,BLITZERS,M,,
T.O.P,Choi Seunghyun,최승현,04/11/1987,South Korea,BIGBANG,M,,
Taecyeon,Ok Taecyeon,옥택연,27/12/1988,South Korea,2PM,M,,
Taedong,Kim Taedong,김태동,07/11/1997,South Korea,OMEGA X,M,,
Taeeun,Moon Taeeun,문태은,09/02/2000,South Korea,IM,M,,
Taeha,Yoo Taeha,유태하,05/10/1995,South Korea,,NULL,F,
Taeha,Kim Taeha,김태하,03/06/1998,South Korea,,NULL,F,
Taeheon,Kim Taeheon,김태헌,18/06/1989,South Korea,ZE:A,M,,
Taehun,Lee Taehoon,이태훈,21/03/2000,South Korea,NINE.i,M,,
Taehun,Choi Taehun,최태훈,19/11/2002,South Korea,TNX,M,,
Taehwan,Lee Taehwan,이태환,15/01/1994,South Korea,VANNER,M,,
Taehyun,Nam Taehyun,남태현,10/05/1994,South Korea,,NULL,M,
Taehyun,Noh Taehyun,노태현,15/10/1993,South Korea,HOTSHOT,M,,
Taehyun,Kang Taehyun,강태현,05/02/2002,South Korea,TXT,M,,
Taeil,Lee Taeil,이태일,24/09/1990,South Korea,Block B,M,,
Taeil,Moon Taeil,문태일,14/06/1994,South Korea,NCT,M,,
Taekhyeon,Jung Taekhyeon,정택현,28/07/2003,South Korea,1the9,M,,
Taemin,Lee Taemin,이태민,18/07/1993,South Korea,SHINee,M,,
Taera,Lee Yujin,이유진,12/04/1994,South Korea,Gate9,F,,
Taerae,Kim Taerae,김태래,05/09/2002,South Korea,TEMPEST,M,,
Taerae,Kim Taerae,김태래,14/07/2002,South Korea,ZEROBASEONE,M,,
Taeryeong,Lim Jeongmin,임정민,27/12/2000,South Korea,LUNARSOLAR,F,,
Taesan,Han Dongmin,한동민,10/08/2004,South Korea,BOYNEXTDOOR,M,,
Taeseon,Yang Taeseon,양태선,17/09/2000,South Korea,TRCNG,M,,
Taesung,Lee Taesung,이태승,19/12/2003,South Korea,TEEN TEEN,M,,
Taewoong,Yoo Taewoong,유태웅,24/05/1994,South Korea,SNUPER,M,,
Taeyang,Dong Youngbae,동영배,18/05/1988,South Korea,BIGBANG,M,,
Taeyang,Yoo Taeyang,유태양,28/02/1997,South Korea,SF9,M,,
Taeyeon,Kim Taeyeon,김태연,09/03/1989,South Korea,SNSD,F,,
Taeyong,Lee Taeyong,이태용,01/07/1995,South Korea,NCT,M,,
Taeyoung,Kim Taeyoung,김태영,27/01/2003,South Korea,CRAVITY,M,,
Taeyoung,Kim Taeyoung,김태영,18/06/1999,South Korea,7 O'clock,M,,
TAG,Son Youngtaek,손영택,13/04/1998,South Korea,Golden Child,M,,
TAG,Yeom Taekyun,염태균,30/09/2002,South Korea,ONE PACT,M,,
Takuma,Sato Takuma,사토 타쿠마,05/08/2003,South Korea,,NULL,M,
Takuya,Terada Takuya,테라다 타쿠야,18/03/1992,Japan,CROSS GENE,M,,
Tan,Choi Seokwon,최석원,25/08/1996,South Korea,Ciipher,M,,
Tao,Hwang Zitao,황자도,02/05/1993,China,,NULL,M,
Taro,Choi Wonjin,최원진,09/11/1994,South Korea,Hot Blood Youth,M,,
Ten,Chittaphon Leechaiyapornkul,칫따폰 리차이야뽄꾼,27/02/1996,Thailand,NCT,M,,
Teo,Jang Sungsik,장성식,22/10/1997,South Korea,DKB,M,,
Terry,Han Dasom,한다솜,02/02/1998,South Korea,,NULL,F,
Thanatorn,Thanathorn Rueangsuwan,타나톤 루앙수완,05/04/2005,South Korea,The Wind,M,,
The8,Xu Minghao,쉬밍하오,07/11/1997,China,Seventeen,M,,
Theo,Choi Taeyang,최태양,01/07/2001,South Korea,P1Harmony,M,,
Thunder,Park Sanghyun,박상현,07/10/1990,South Korea,,NULL,M,
Tiffany,Hwang Miyoung,황미영,01/08/1989,South Korea,SNSD,F,,
Timoteo,Kim Moongyu,김문규,25/01/1993,South Korea,HOTSHOT,M,,
Tina,Christine Joy Park,크리스틴 조이 박,01/09/1994,USA,Blady,F,,
TK,Kim Taegeuk,김태극,09/01/2006,South Korea,DXMON,M,,
Tsuki,Fukutomi Tsuki,후쿠토미 츠키,21/09/2002,Japan,Billlie,F,,
Tzuyu,Chou Tzuyu,저우쯔위,14/06/1999,Taiwan,Twice,F,,
U,Mizuguchi Yuto,미즈구치 유토,16/03/1999,Japan,ONF,M,,
U,Sun Hengyu,쑨헝위,22/06/2001,China,BLANK2Y,M,,
U-Know Yunho,Jung Yunho,정윤호,06/02/1986,South Korea,TVXQ,M,,
U-Kwon,Kim Yukwon,김유권,09/04/1992,South Korea,Block B,M,,
U-Si,Yoo Jiyeon,윤지연,13/11/1997,South Korea,BADKIZ,F,,
Uchae,Yu Hyejun,유혜준,07/05/2002,South Korea,NATURE,F,,
Uee,Kim Yujin,김유진,09/04/1988,South Korea,,NULL,F,
UGeon,Yoo Seungyong,유승용,26/05/2003,South Korea,WHIB,M,,
Uji,Jang Yuji,정유지,02/01/1991,South Korea,,NULL,F,
Umji,Kim Yewon,김예원,19/08/1998,South Korea,VIVIZ,F,,
V,Kim Taehyung,김태형,30/12/1995,South Korea,BTS,M,,
Vahn,Kim Jungwoo,김정우,07/05/1999,South Korea,NINE.i,M,,
Vari,Jae Hyun,재현,03/09/2000,South Korea,NINE.i,M,,
Vernon,Choi Hansol,최한솔,18/02/1998,USA,Seventeen,M,,
Via,Kim Via,김비아,17/08/2000,South Korea,FANATICS,F,,
Victoria,Song Qian,송치엔,02/02/1987,China,f(x),F,,
Viki,Kang Eunhye,강은혜,28/03/1988,South Korea,,NULL,F,
Vin,Choi Seobin,최서빈,27/11/2004,South Korea,,BADVILLAIN,F,
Vita,Kim Jimin,김지민,03/02/2000,South Korea,MAJORS,F,,
Vivi,Wong Viian,황가희,09/12/1996,Hong Kong,Loossemble,F,,
Vivian,Park Sunghee,박성희,08/12/1998,South Korea,Gate9,F,,
Wain,Park Sehoon,박세훈,25/10/2000,South Korea,XODIAC,M,,
Way,Heo Minsun,허민선,12/07/1990,South Korea,Crayon Pop,F,,
Wei,Lee Jinhyuk,이진혁,08/07/1996,South Korea,,NULL,M,
Wendy,Son Seunghwan,손승완,21/02/1994,South Korea,Red Velvet,F,,
Wenhan,Li Wenhan,리원한,22/07/1994,China,UNIQ,M,,
Wheein,Jung Wheein,정휘인,17/04/1995,South Korea,Mamamoo,F,,
Win,Bang Junhyuk,방준혁,19/12/2004,South Korea,MCND,M,,
Windy,Park Jinju,박진주,23/02/2000,South Korea,Girls' World,F,,
WinL,Yang Seungho,양승호,16/06/1996,South Korea,ABLUE,M,,
Winnie,Pattipong Kasemsant,파티퐁 카셈산트,18/11/1998,Thailand,NINE.i,M,,
Winter,Kim Minjung,김민정,01/01/2001,South Korea,aespa,F,,
Winwin,Dong Sicheng,뚱쓰청,28/10/1997,China,NCT 127,M,,
Wish,Kwak Dawit,곽다윗,11/06/2002,South Korea,EPEX,M,,
Won,Park Sungwon,박성원,18/12/2003,South Korea,Ciipher,M,,
Won Bin,Won Bin,원빈,01/07/2004,South Korea,ATBO,M,,
Won Hyuk,Won Hyuk,원혁,22/02/2002,South Korea,E'LAST,M,,
Wonbin,Park Wonbin,박원빈,02/03/2002,South Korea,RIIZE,M,,
Wonchae,Hwang Chaewon,황채원,22/12/2002,South Korea,Queenz Eye,F,,
Woncheol,Jung Woncheol,정원철,12/01/1996,South Korea,MY.st,M,,
Wondae,Seol Wondae,설원대,28/04/1998,South Korea,Dongkiz,M,,
Wonhee,Lee Wonhee,이원희,26/06/2007,South Korea,ILLIT,F,,
Wonho,Shin Hoseok,신호석,01/03/1993,South Korea,Anyang,M,,
Woni,Jeong Woni,정원이,25/05/2004,South Korea,RESCENE,F,,
Wonjin,Won Jin,원진,01/01/2003,South Korea,GIDONGDAE,M,,
Wonjin,Ham Wonjin,함원진,22/03/2001,South Korea,CRAVITY,M,,
Wonjun,Lee Wonjun,이원준,08/03/2002,South Korea,E'LAST,M,,
